"Batter","Total_PA","Total_AB","Walks","xOBP","xBA","xSLG","K_percentage","BB_percentage","Strikeouts","Hits","Singles","Doubles","Triples","HomeRuns","xHomeRuns","x1B","x2B","x3B","Errors","OBP","BA","SLG","OPS","xOPS","wOBA","xWOBA","xBA_plus","xOBP_plus","xSLG_plus","xOPS_plus","K_percentage_plus","BB_percentage_plus","wOBA_plus","xWOBA_plus","Hard_Hit_Percentage","Avg_ExitSpeed","Avg_Angle"
"Jonathan Sierra",231,216,9,0.288599301170604,0.266974252640785,0.370225250141122,0.16017316017316,0.038961038961039,37,48,37,8,0,3,2.74088887667005,42.1002737471656,11.5710030630854,1.25427288348859,5,0.246753246753247,0.222222222222222,0.300925925925926,0.547679172679173,0.658824551311726,0.24565565397529,0.290901820928565,110.292170035909,99.4010955499356,95.1517370922054,96.9676054808981,72.9520702514327,58.0261647150985,82.8804931578282,99.3694516280555,0.263157894736842,85.4445369479475,18.499934849062
"Henry Kusiak",176,163,12,0.287018817223308,0.236290256633756,0.354236880127853,0.255681818181818,0.0681818181818182,45,46,33,7,3,3,3.41014047179688,26.9655483155579,7.28436787374773,0.855255170199731,1,0.329545454545455,0.282208588957055,0.417177914110429,0.746723368655884,0.641255697351161,0.332849391501271,0.289630123492403,97.6160244094545,98.8567358261833,91.0425598292942,94.3817733405996,116.452206735817,101.545788251422,112.298338216483,98.9350511954119,0.211267605633803,82.7632070968928,19.4884589289085
"Jack-thomas Wold",126,121,5,0.274471563515207,0.244491049610877,0.385932944727575,0.206349206349206,0.0396825396825397,26,32,19,6,1,6,3.1637051522133,19.543582691706,6.12890446551306,0.747224693483782,2,0.293650793650794,0.264462809917355,0.479338842975207,0.772989636626,0.660404508242783,0.32813437079779,0.289440142002739,101.003928840369,94.5351357402879,99.1887778533235,97.2001478779026,93.9832977113052,59.1007233209337,110.707561717631,98.8701552233376,0.28125,86.6750435105088,21.2908439385875
"Taylor Wright",168,153,11,0.289951098670932,0.246482252135403,0.351908768735813,0.226190476190476,0.0654761904761905,38,30,23,5,0,2,2.16683139128871,26.7821411766782,7.89586115150286,0.8669508572469,4,0.244047619047619,0.196078431372549,0.26797385620915,0.512021475256769,0.641859867406746,0.237425115936645,0.288716935011314,101.826532687889,99.8666897213326,90.4442110051331,94.4706967474105,103.020153260469,97.5161934795406,80.1036344103975,98.6231142047488,0.275590551181102,85.0734052486086,21.913326189092
"Nick  Gotta",146,132,13,0.305228519791671,0.239116393102909,0.301311774406601,0.171232876712329,0.089041095890411,25,27,21,5,0,1,0.615048074709948,25.0833662936009,5.36525293458889,0.499696586684272,4,0.273972602739726,0.204545454545455,0.265151515151515,0.539124117891241,0.606540294198272,0.259018092962549,0.288145344672806,98.7835554388228,105.128630378914,77.4402576004587,89.2722650347276,77.9893013147027,132.61230794478,87.3887774783139,98.4278640742679,0.0967741935483871,80.5329144391181,22.2196050765851
"Ethan Wilder",156,141,12,0.298667675342699,0.245334449315327,0.322014952625512,0.237179487179487,0.0769230769230769,37,36,32,4,0,0,0.992490931607295,26.4323974502862,6.50005977122092,0.667209200346648,2,0.307692307692308,0.25531914893617,0.283687943262411,0.591380250954719,0.620682627968211,0.283004714127242,0.287433757293282,101.352353389521,102.868905135938,82.7611895739209,91.353772529936,108.025180949237,114.564479052887,95.4814997875661,98.1847922108362,0.258333333333333,85.1265773389068,16.3282148586521
"Jr Disarcina",228,206,18,0.295202061595862,0.239349854581828,0.327944535159456,0.258771929824561,0.0789473684210526,59,42,33,6,1,2,2.4839225919545,36.9915145159789,8.86252944871849,0.96810348720471,5,0.263157894736842,0.203883495145631,0.271844660194175,0.535002554931017,0.623146596755319,0.251911195399687,0.287181823087748,98.8800028410539,101.675257743892,84.2851539121754,91.7164262179167,117.859621320149,117.579333764805,84.9910179914046,98.098733746952,0.198757763975155,80.7598637300392,16.066871059588
"Casey Dana",135,127,6,0.270290471150572,0.240072548073443,0.390943895003347,0.244444444444444,0.0444444444444444,33,29,18,7,1,3,3.62942093479425,19.4395990200774,6.56798904519603,0.852204605259532,0,0.259259259259259,0.228346456692913,0.37007874015748,0.62933799941674,0.661234366153919,0.273922759783145,0.286776026171656,99.1785613450015,93.0950589280627,100.476644153746,97.3222886426511,111.3340603657,66.1928101194457,92.4173860873725,97.9601171618247,0.318965517241379,82.449352766576,24.0070662508958
"Jeissy De la cruz",204,184,20,0.301459209495993,0.225530862702079,0.291152585619833,0.191176470588235,0.0980392156862745,39,43,37,4,1,1,0.987100383323225,32.1476724479491,7.61271594492341,0.75018996098679,2,0.308823529411765,0.233695652173913,0.282608695652174,0.591432225063939,0.592611795115826,0.286598885197548,0.284406581399757,93.1711129872564,103.830382007077,74.8292404963035,87.2222303156531,87.0727611148857,146.013551734071,96.6941186138786,97.1507360899049,0.189189189189189,83.0345358348769,16.2551939066049
"Kyle Novak",196,184,12,0.293135887331577,0.24703605389668,0.320477352153,0.0663265306122449,0.0612244897959184,13,51,38,9,0,4,1.21200218392585,35.1502032234382,8.3076646918649,0.784763817760197,2,0.321428571428571,0.277173913043478,0.391304347826087,0.712732919254658,0.613613239484577,0.322072601028763,0.284173058850922,102.055318787735,100.963613659398,82.3660102719755,90.3132805323208,30.208917121491,91.1839731237263,108.66241250272,97.0709668827324,0.1625,82.4760968277379,21.277709304629
