"Batter","Total_PA","Total_AB","Walks","xOBP","xBA","xSLG","K_percentage","BB_percentage","Strikeouts","Hits","Singles","Doubles","Triples","HomeRuns","xHomeRuns","x1B","x2B","x3B","Errors","OBP","BA","SLG","OPS","xOPS","wOBA","xWOBA","xBA_plus","xOBP_plus","xSLG_plus","xOPS_plus","K_percentage_plus","BB_percentage_plus","wOBA_plus","xWOBA_plus","Hard_Hit_Percentage","Avg_ExitSpeed","Avg_Angle"
"Emmanuel Sanchez",168,159,9,0.278700188338096,0.237871897111951,0.353267248086221,0.220238095238095,0.0535714285714286,37,38,25,10,1,2,2.83317783873368,26.0944198682753,7.93974057887426,0.954293354916865,0,0.279761904761905,0.238993710691824,0.352201257861635,0.63196316262354,0.631967436424317,0.284056754403987,0.2836891632744,98.269430342166,95.9915839657684,90.7933543170653,93.0147016075189,100.30909659572,79.7859764832605,95.8364422264945,96.9056724960191,0.358333333333333,85.5582919364252,15.758084266514
"Chris Davis",140,123,17,0.299089614222891,0.202215821066705,0.282444975120322,0.271428571428571,0.121428571428571,38,25,18,6,1,0,1.37392628718358,18.252111003399,4.7466103142002,0.499898386421947,1,0.3,0.203252032520325,0.268292682926829,0.568292682926829,0.581534589343213,0.279308211082056,0.282689815710918,83.5392233536786,103.014231845933,72.5912940984417,85.5918567707528,123.624183912563,180.848213362057,94.2343557044289,96.5643043359571,0.142857142857143,79.8077615762276,22.1288391695369
"Liam Mcarthur",263,234,28,0.306319698088634,0.224624276056884,0.270697592750224,0.140684410646388,0.106463878326996,37,59,48,7,2,2,0.474810833066404,43.3967333340609,8.02434925332486,0.666187176858724,2,0.330798479087452,0.252136752136752,0.324786324786325,0.655584803873777,0.577017290838858,0.311853866336675,0.282488824549711,92.7965847043411,105.504460527215,69.5720947370392,84.9269883800142,64.0757727303458,158.560723860269,105.214766348341,96.4956475588786,0.0985221674876847,78.4917423776311,19.9180963212703
"Antonio Valdez",214,195,15,0.288592409793852,0.239788593312228,0.328564608195996,0.200934579439252,0.0700934579439252,43,43,25,14,1,3,2.1190694572152,34.6297585263221,9.06578089400489,0.944166818342163,3,0.271028037383178,0.220512820512821,0.348717948717949,0.619745986101126,0.617157017989848,0.276916558841238,0.28241014574167,99.0612542020967,99.398721980782,84.4445191270771,90.8348635779536,91.5171651689165,104.392866426696,93.4274484992687,96.4687715840745,0.188571428571429,84.5308465392099,21.1456166549875
"Jackie Urbaez",175,149,22,0.290754564512648,0.193839253622238,0.299447986136631,0.262857142857143,0.125714285714286,46,33,21,8,1,3,2.90930640234718,19.6361761661727,5.66535050478401,0.671215716409489,1,0.314285714285714,0.221476510067114,0.348993288590604,0.663279002876318,0.590202550649279,0.307482229578859,0.280229845217617,80.0787031283611,100.143424226855,76.9612446444485,86.8676311033529,119.720262315324,187.231091480718,103.739842386562,95.724000489937,0.170542635658915,78.4972332181902,24.5064593178801
"Austin White",257,225,28,0.303350601675886,0.222049353914234,0.268695443289979,0.136186770428016,0.108949416342412,35,56,43,11,1,1,0.497442575340664,41.1126776102728,7.69892650665761,0.652057938431541,1,0.326848249027237,0.248888888888889,0.32,0.646848249027237,0.572046044965865,0.30746846102282,0.279384203562874,91.7328351180898,104.481826601826,69.05752151712,84.195306769787,62.0272886720826,162.262530642999,103.735197084506,95.4351368890239,0.0634920634920635,78.8545006939396,20.4537433953323
"Brett Milazzo",131,123,7,0.284658198920171,0.246261984215792,0.326684768780348,0.152671755725191,0.0534351145038168,20,30,24,4,0,2,1.04249075638657,23.0438251144655,5.64328614310006,0.560622044590294,0,0.282442748091603,0.24390243902439,0.32520325203252,0.607646000124123,0.611342967700519,0.27771034988436,0.279236704042086,101.735535797354,98.0436775666682,83.9613808598056,89.9791357008134,69.5354991874601,79.5829587313947,93.6952615622029,95.3847523763064,0.141509433962264,82.5313003355257,20.9230910770893
"Jaxon Hallmark",274,257,16,0.281317933708168,0.237669703642171,0.320981269882016,0.178832116788321,0.0583941605839416,49,62,46,10,4,2,2.36252048898965,45.6502026793032,11.8132702788189,1.2551203889262,4,0.284671532846715,0.24124513618677,0.334630350194553,0.619301883041268,0.602299203590184,0.281505749886888,0.276294681509798,98.1859003525566,96.8932034658865,82.4955223656244,88.6480496801616,81.4504323511508,86.9686556313886,94.9757719793269,94.3797838794517,0.232227488151659,82.7696099596797,20.9580361073388
"Jake Boone",251,234,16,0.280279858647733,0.232266002224705,0.319968008926957,0.175298804780877,0.0637450199203187,44,61,42,11,3,5,2.45805053442362,39.9013249505902,10.8336201060785,1.15724892948871,3,0.306772908366534,0.260683760683761,0.397435897435897,0.704208805802431,0.60024786757469,0.313429873267879,0.275749824432204,95.9535279433703,96.535663451577,82.2351037692027,88.3461284158991,79.841158827992,94.9378949920337,105.746487192395,94.1936655910087,0.202702702702703,81.4833138899639,24.6365618488313
"James Smibert",137,126,10,0.277569603334274,0.222436790926949,0.315165226723625,0.204379562043796,0.072992700729927,28,28,20,4,1,3,1.63682463843667,20.228902529528,5.54930798259064,0.612000506240242,1,0.277372262773723,0.222222222222222,0.341269841269841,0.618642104043564,0.592734830057899,0.279984523260929,0.273151201655668,91.8928927583375,95.6021811240554,81.0007388269186,87.2403389360735,93.0862084013152,108.710819539236,94.4625331797143,93.3059993692288,0.271844660194175,84.0378341141965,18.3378178592374
"Dylan Broderick",174,159,12,0.278373059332699,0.229162970590501,0.315496464341363,0.172413793103448,0.0689655172413793,30,37,26,7,2,2,1.74092121407962,26.9479759850773,6.99176838531713,0.75624673941554,3,0.281609195402299,0.232704402515723,0.339622641509434,0.621231836911733,0.593869523674062,0.280607352588874,0.272491583371392,94.6716062252974,95.8789122392924,81.0858703372789,87.4073462564514,78.5271585651489,102.71298121983,94.6726663519735,93.0806796823903,0.16793893129771,81.2147704810398,21.8515909365739
"Jalen Garcia",184,170,11,0.260372530744751,0.217109092100201,0.358690999362594,0.260869565217391,0.0597826086956522,48,37,25,6,1,5,4.63279136243011,23.1176228521025,8.14571273768679,1.01241870481486,1,0.260869565217391,0.217647058823529,0.352941176470588,0.61381074168798,0.619063530107345,0.271121831638673,0.272415574203847,89.6919184730367,89.6790626386095,92.1873147649446,91.1154692634672,118.815005133356,89.0365244813197,91.4723953975314,93.0547156328235,0.263157894736842,83.6443514798398,28.1010673910275
"Noah Lucier",150,134,15,0.29270712195048,0.215716927556508,0.264197844011736,0.24,0.1,36,35,27,7,1,0,0.320896894356651,23.4604112161602,4.71576824217975,0.408991939875426,2,0.333333333333333,0.261194029850746,0.328358208955224,0.661691542288557,0.556904965962216,0.313719262700593,0.271370185767998,89.1167886728697,100.815935725176,67.901591758395,81.9668012102146,109.309804722687,148.933822768753,105.844122799432,92.6976203239079,0.0990990990990991,81.0449951869939,20.8672705550702
"Chris Burgess",142,125,16,0.269573209852481,0.178235166392418,0.297701569141987,0.338028169014085,0.112676056338028,48,24,14,5,1,4,3.0911319094055,14.1074836035731,4.50165595666757,0.579124329406039,1,0.28169014084507,0.192,0.344,0.62569014084507,0.567274778994468,0.286355855275398,0.266779327639902,73.6323562429104,92.8480155064859,76.5123973260543,83.4930587502836,153.957471440405,167.812758049299,96.6121240028288,91.1294243833157,0.218390804597701,82.0343182369731,23.4786562576496
"Javeyan Williams",217,197,18,0.271968854497495,0.20820934733988,0.290127495545862,0.230414746543779,0.0829493087557604,50,47,36,7,0,4,2.04159844011134,29.8531662882452,8.23187351895534,0.890603178644511,2,0.299539170506912,0.238578680203046,0.33502538071066,0.634564551217572,0.562096350043357,0.293232651566708,0.263488606091311,86.0152636920147,93.6731377479358,74.5657816933798,82.7308833660445,104.944128958033,123.53957649021,98.932250809383,90.0053434315349,0.197278911564626,82.56383055624,24.3011275696129
"Joe Johnson",212,190,18,0.264331961061463,0.200201977605421,0.305556692227041,0.311320754716981,0.0849056603773585,66,37,22,7,4,4,3.28966671658773,25.5859843010042,8.17705382653174,0.985670900906385,1,0.259433962264151,0.194736842105263,0.336842105263158,0.596276067527309,0.569888653288503,0.26643488106195,0.26213432352445,82.7072661021437,91.0427932839657,78.5312455983724,83.8777759421613,141.793378767637,126.453245747054,89.8910893338646,89.5427326593203,0.26865671641791,85.0163132085955,23.6400758701961
"Alberti Chavez",192,182,10,0.268574687754601,0.228386483785074,0.281184978307193,0.145833333333333,0.0520833333333333,28,43,32,6,2,3,0.87029090773374,34.2042801009667,5.98508480054152,0.506684239641451,2,0.276041666666667,0.236263736263736,0.340659340659341,0.616701007326007,0.549759666061794,0.277983193515652,0.256996490238997,94.3508246745386,92.5040985598493,72.2674618221337,80.9151363619522,66.4208882863551,77.5696993587255,93.7873148666986,87.7876949132442,0.0700636942675159,79.9306221955321,16.2752652377969
"Tyson Gingerich",131,119,11,0.276944300676502,0.212434482257325,0.252115677321865,0.236641221374046,0.083969465648855,31,26,24,2,0,0,0.192373842524577,21.2356958570096,3.55832669306859,0.293306996018945,0,0.282442748091603,0.218487394957983,0.235294117647059,0.517736865738662,0.529059977998366,0.255635603769156,0.256622300641697,87.7607477382478,95.3868106467854,64.7963493473478,77.868499466415,107.780023740563,125.058935149335,86.2475769078698,87.6598751045887,0.0618556701030928,74.367316216259,15.0558535927744
"Ryan Cash",216,198,17,0.271386451379339,0.210199361100693,0.259258864164585,0.185185185185185,0.0787037037037037,40,46,40,5,0,1,0.655385409125059,33.7843947641798,6.61176126998941,0.567932054642952,3,0.291666666666667,0.232323232323232,0.272727272727273,0.564393939393939,0.530645315543924,0.27135088906603,0.254777886891262,86.8373764385075,93.4725429864046,66.6322226061271,78.1018337970278,84.3439851255303,117.216434586518,91.5496759006814,87.0298399182468,0.0365853658536585,79.5718925420231,17.8004704095989
"Kingston Liniak",141,130,10,0.250830274745348,0.195131297993031,0.305363601315619,0.304964539007092,0.0709219858156028,43,25,15,6,0,4,2.86512400901003,17.3246177611919,4.61982653287792,0.557500436014191,2,0.24822695035461,0.192307692307692,0.330769230769231,0.578996181123841,0.556193876060967,0.259232769387109,0.253564694022939,80.6124713701595,86.3924618169467,78.4816192273145,81.8621410470977,138.898392525873,105.62682465869,87.4612060491566,86.6154241209874,0.179245283018868,78.4301377726984,26.6833712290085
"Robert Chayka",168,154,14,0.260453856319802,0.193222388712511,0.274739057773481,0.291666666666667,0.0833333333333333,49,35,25,5,2,3,1.62285295143524,21.153857052508,6.2740675344833,0.705470323300126,2,0.291666666666667,0.227272727272727,0.344155844155844,0.635822510822511,0.535192914093282,0.290909116302827,0.252879814065373,79.8238644357165,89.7070732790493,70.6107932515616,78.7711618315428,132.84177657271,124.111518973961,98.1483252394898,86.3814752732383,0.252427184466019,83.8737561386408,19.878756825836
"Elvis Peralta",163,150,12,0.246768846696483,0.188155480076845,0.301142274615875,0.288343558282209,0.0736196319018405,47,28,15,7,1,5,3.25051215958695,18.467139037371,5.81485892704383,0.69081188752494,0,0.245398773006135,0.186666666666667,0.346666666666667,0.592065439672802,0.547911121312358,0.261702035039874,0.250156103028317,77.7306275663421,84.9936005032951,77.3966943926058,80.6430624727502,131.328241870304,109.644532099695,88.2942988427768,85.4510800241412,0.195876288659794,84.3786626450071,21.9140678535643
"Jarrod Watkins",130,118,12,0.265503570216032,0.190809018034612,0.245884156064684,0.207692307692308,0.0923076923076923,27,25,19,2,2,2,0.540896835062746,17.4948100587089,4.08333868626482,0.396418548047745,0,0.284615384615385,0.211864406779661,0.313559322033898,0.598174706649283,0.511387726280717,0.278560782043299,0.249116676382434,78.8268548494599,91.4463259087787,63.1947836191277,75.2674489604732,94.5950233177101,137.477374863464,93.982184478853,85.0960212091802,0.130434782608696,79.5844783921315,23.6082760406643
"Zade Richardson",154,142,9,0.242912679394401,0.200060229765759,0.290870892770038,0.279220779220779,0.0584415584415584,43,39,26,9,1,3,2.07932269469413,20.2729715217354,5.45537075809132,0.600887652216944,0,0.311688311688312,0.274647887323944,0.415492957746479,0.727181269434791,0.533783572164439,0.319761741901604,0.242441627318504,82.6487073584461,83.6654363223841,74.7568425062306,78.5637310187845,127.173203546416,87.0392470726478,107.882763669168,82.8158843473486,0.133333333333333,82.6779899206141,21.4799439636681
"Cam Phelts",197,181,16,0.255137778377818,0.189293604090775,0.232731923537697,0.258883248730964,0.0812182741116751,51,37,29,6,2,0,0.584430998140349,28.034963643957,5.17645257119381,0.466295127139021,3,0.269035532994924,0.204419889502762,0.259668508287293,0.528704041282217,0.487869701915515,0.253490305780154,0.237921551266301,78.20080836477,87.8760779532857,59.8145231665885,71.8060015936522,117.910322353153,120.961480421322,85.5237858921868,81.2718669287198,0.0962962962962963,78.7187805719975,13.1506949685717
"Will Prater",122,110,10,0.246433989202488,0.182408606206395,0.238615920981424,0.221311475409836,0.0819672131147541,27,20,13,5,1,1,0.596204520323885,15.4432648535607,3.65676355335636,0.368713755462563,0,0.245901639344262,0.181818181818182,0.272727272727273,0.518628912071535,0.485049910183912,0.241468821033087,0.232951483043501,75.3564840531573,84.8782668846023,61.3267716628845,71.390976908212,100.797975666412,122.076903908814,81.4679192015451,79.5741362226102,0.217391304347826,80.6559894818415,15.6065267361094
"Craig Massey",153,138,15,0.242232045159422,0.159865963111533,0.202547006183575,0.209150326797386,0.0980392156862745,32,22,17,3,1,1,0.539872965557811,17.576099760649,3.62069531910135,0.324834864083468,0,0.241830065359477,0.159420289855072,0.217391304347826,0.459221369707303,0.444779051342997,0.226909288658001,0.223476922272536,66.0436870299079,83.4310082127135,52.056685690256,65.4638013882835,95.2590890829519,146.013551734071,76.555753721666,76.3377112830131,0.0860215053763441,81.7757200457567,22.0976094150255
"Carson Clowers",118,110,8,0.215659380672005,0.15861642653906,0.222596434956088,0.271186440677966,0.0677966101694915,32,15,8,4,1,2,1.0458810237854,12.8515488383705,3.20059625976427,0.349780797376347,0,0.194915254237288,0.136363636363636,0.245454545454545,0.440369799691834,0.438255815628093,0.201893251785305,0.208899825307862,65.5274795726188,74.2786923511835,57.209597261479,64.5036936539826,123.513903641455,100.972083233053,68.1157221599583,71.3583057671419,0.161764705882353,78.1405349022362,24.5872539543825
