"Batter","Total_PA","Total_AB","Walks","xOBP","xBA","xSLG","K_percentage","BB_percentage","Strikeouts","Hits","Singles","Doubles","Triples","HomeRuns","xHomeRuns","x1B","x2B","x3B","Errors","OBP","BA","SLG","OPS","xOPS","wOBA","xWOBA","xBA_plus","xOBP_plus","xSLG_plus","xOPS_plus","K_percentage_plus","BB_percentage_plus","wOBA_plus","xWOBA_plus"
"Hank Zeisler",184,159,24,0.355523336879997,0.26047983638943,0.447971080686183,0.217391304347826,0.130434782608696,40,44,23,13,3,5,6.38089564365139,25.4428657079507,8.51664435640523,1.07588827791214,0,0.369565217391304,0.276729559748428,0.490566037735849,0.860131255127153,0.80349441756618,0.380154552277288,0.361040816919575,117.740647409286,125.08883297336,133.643007366493,129.717959850957,104.714943852577,154.200307404201,118.341713502626,127.530078148533
"L-p Pelletier",122,108,12,0.336766251910775,0.269310025306617,0.483564818044659,0.180327868852459,0.0983606557377049,22,36,25,9,0,2,5.2061384642436,17.1685968695208,5.90039257572262,0.810354823627586,1,0.39344262295082,0.333333333333333,0.472222222222222,0.865664845173042,0.820331069955435,0.388907318470913,0.355871581322268,121.732020308882,118.489260947027,144.261670733586,132.436107172091,86.8619042449245,116.282199026119,121.066440440753,125.704154350451
"Tommy Seidl",131,119,10,0.324536240285864,0.273228970398725,0.507478646784346,0.297709923664122,0.0763358778625954,39,25,13,6,0,6,6.17789384518522,18.0328515711313,7.26497416793011,1.03852789320155,2,0.267175572519084,0.210084033613445,0.411764705882353,0.678940278401437,0.83201488707021,0.292714530083815,0.354118789258045,123.50344008057,114.186201983763,151.395872310893,134.322369087876,143.40351852788,90.2444547149269,91.121726281388,125.085017404009
"John Cristino",241,225,16,0.314991051631045,0.266279304191475,0.516737911572212,0.336099585062241,0.0663900414937759,81,66,36,14,2,14,13.5474015307948,32.3988926722809,12.2221164117309,1.74443282827525,1,0.340248962655602,0.293333333333333,0.56,0.900248962655602,0.831728963203258,0.380691042227624,0.352846357703519,120.362090600848,110.827782477972,154.158184535061,134.276208890763,161.895386221868,78.4864635197041,118.508722261614,124.635557708643
"Alec Craig",249,197,47,0.382575137470045,0.2449807575129,0.336180213984727,0.164658634538153,0.188755020080321,41,55,42,10,1,2,2.01044922499133,35.3347389274549,9.89709690521431,1.0189241723808,2,0.409638554216867,0.279187817258883,0.370558375634518,0.780196929851385,0.718755351454772,0.377191749657469,0.352092087746395,110.734839948466,134.606852789819,100.292489294646,116.037492961165,79.3142104843214,223.146629590283,117.419396153803,124.369127703864
"Jake Mackenzie",173,147,25,0.364750006428953,0.259195585797339,0.378698653725375,0.132947976878613,0.144508670520231,23,36,21,11,1,3,2.52128164065043,26.5207178288695,8.1163972219077,0.94335442078116,8,0.352601156069364,0.244897959183673,0.394557823129252,0.747158979198616,0.743448660154328,0.346207758542363,0.349785220977436,117.160147596923,128.335183371166,112.976995952458,120.024036683744,64.0395436971251,170.838490862073,107.774112208769,123.554275516697
"Austin Dennis",286,267,18,0.350232526888083,0.307739710449407,0.409643635821434,0.0769230769230769,0.0629370629370629,22,88,65,19,1,3,2.46151664897359,61.5510849350451,16.4840040845356,1.66989702143742,3,0.370629370629371,0.329588014981273,0.441947565543071,0.812576936172442,0.759876162709516,0.366526142009244,0.344544752591112,139.102792922861,123.227292031547,122.20879829087,122.67612992835,37.0529801324503,74.4043441320971,114.09920367662,121.703190233473
"Brendan O'donnell",128,116,10,0.325664652725159,0.273147203007072,0.452490440556971,0.203125,0.078125,26,35,23,6,0,6,4.36021243237542,20.3917478807503,6.14305221272721,0.790063022967424,1,0.3515625,0.301724137931034,0.508620689655172,0.860183189655172,0.77815509328213,0.371896662251346,0.340024601289123,123.466480038811,114.583227384072,134.991265927242,125.627121908255,97.8430256622517,92.359559122308,115.771040996583,120.106541816532
"Steve Barmakian",208,184,20,0.353271429917409,0.290654659906636,0.383338025949488,0.115384615384615,0.0961538461538462,24,62,49,9,3,1,1.71647113308597,40.8553629165019,9.91292079383953,0.995702579393669,1,0.394230769230769,0.33695652173913,0.434782608695652,0.829013377926421,0.736609455866897,0.377951481516081,0.339361790868633,131.380103367272,124.296512513087,114.361057743619,118.919900042874,55.5794701986755,113.673303535148,117.655899884751,119.872417970248
"Kyle Crowl",164,141,22,0.336143592905706,0.234947157705928,0.403696297129767,0.286585365853659,0.134146341463415,47,34,21,8,1,4,5.19066319844759,20.5766886661942,6.49875568036943,0.861441691524552,3,0.341463414634146,0.24113475177305,0.397163120567376,0.738626535201522,0.739839890035473,0.339219503583648,0.33760695018633,106.199507949285,118.27018197188,120.434531462386,119.441428656663,138.044944273946,158.588121029524,105.598675767843,119.252557392539
"Victor Nova",225,191,30,0.350028157057192,0.255268771402452,0.374858562671466,0.186666666666667,0.133333333333333,42,43,27,11,2,3,3.3632399589963,33.8310375399597,10.3721854224316,1.18987241648065,1,0.324444444444444,0.225130890052356,0.350785340314136,0.675229784758581,0.724886719728658,0.315153739411252,0.337546351163363,115.385170786745,123.155385686761,111.831383346797,117.027354951734,89.9152317880795,157.626980902072,98.1070286157819,119.231152061694
"Oscar Campos",209,194,10,0.326589580759645,0.300294960715287,0.442537648110389,0.0909090909090909,0.0478468899521531,19,56,41,9,0,6,4.03895731624521,40.2070609243618,12.5441988704035,1.46700526775526,3,0.315789473684211,0.288659793814433,0.427835051546392,0.743624525230602,0.769127228870033,0.325097287323441,0.335483536183475,135.737658539926,114.908657971649,132.02205391423,124.169643016373,43.7898856110777,56.564706065337,101.202444654271,118.502506038134
"Willie Estrada",132,124,6,0.312799167047968,0.284592661696224,0.467802148882984,0.181818181818182,0.0454545454545455,24,36,28,3,0,5,4.29957308232998,22.1509480765437,7.85868061874797,0.980288272710113,0,0.318181818181818,0.290322580645161,0.435483870967742,0.75366568914956,0.780601315930952,0.329716399869742,0.334964846895535,128.639992640157,110.056580545307,139.559200860615,126.02204563692,87.5797712221553,53.7364707620701,102.64036954644,118.319289951958
"Aaron Simmons",189,160,27,0.337414007049625,0.22982029582737,0.386714274283031,0.206349206349206,0.142857142857143,39,48,29,9,3,7,4.93505265351808,22.5882143064584,8.19808215245392,1.04989821994883,0,0.396825396825397,0.3,0.525,0.921825396825397,0.724128281332656,0.405537805669738,0.334021696706693,103.882092347653,118.717169851917,115.368292362916,116.904910938122,99.3960895616525,168.886050966506,126.243493667402,117.986141976294
"Brady West",183,164,16,0.316382591518816,0.255475696633801,0.433927348425732,0.256830601092896,0.087431693989071,47,35,20,9,1,5,6.42923291044235,26.5044240651918,7.95034238206856,1.01401489024062,0,0.278688524590164,0.213414634146341,0.371951219512195,0.650639744102359,0.750309939944548,0.289320485144701,0.329534114634876,115.478703979341,111.317387751495,129.453347152129,121.131737243818,123.712409076105,103.361954689883,90.065163650759,116.400997955184
"Lamar Briggs",157,140,15,0.329971670360892,0.262896801761857,0.387545929872619,0.171974522292994,0.0955414012738854,27,31,18,11,1,1,2.7732401980354,25.7566245284958,7.42021769885711,0.85546982127167,1,0.292993630573248,0.221428571428571,0.335714285714286,0.628707916287534,0.717517600233511,0.289523902845057,0.326540102269323,118.833150658904,116.098626666655,115.616399794126,115.837667598704,82.8381912515291,112.94926975467,90.1284873675806,115.343426032391
"Christian Ibarra",152,130,19,0.340470206691244,0.251934395515916,0.354361046909699,0.151315789473684,0.125,23,23,21,1,0,1,1.6726429813494,23.5275590919159,6.8050029504639,0.746266393339867,1,0.276315789473684,0.176923076923077,0.207692307692308,0.484008097165992,0.694831253600943,0.248159390552557,0.325596037506945,113.877984737228,119.792476046606,105.716368855798,112.175132380896,72.887112234228,147.775294595693,77.2517580647987,115.009955002853
"Ian Walters",264,234,26,0.32159438002614,0.251713317636329,0.397760110945561,0.189393939393939,0.0984848484848485,50,47,26,13,1,7,6.50058240278726,39.1446811688691,11.8381030844907,1.4175496707539,2,0.276515151515151,0.200854700854701,0.354700854700855,0.631216006216006,0.7193544909717,0.284347334793308,0.323891509120281,113.778054343262,113.151125440296,118.663591756346,116.134219402697,91.2289283564118,116.429019984485,88.517027161101,114.407866185825
"Jake Guenther",140,123,16,0.335282653768224,0.251541231931311,0.356571680611784,0.1,0.114285714285714,14,35,27,7,0,1,1.8537584239645,22.3902043338553,6.03374762365835,0.661861146073115,2,0.364285714285714,0.284552845528455,0.365853658536585,0.7301393728223,0.691854334380007,0.344492452780116,0.323530670752169,113.700269119656,117.967265508185,106.375866195849,111.694531794833,48.1688741721854,135.108840773205,107.240139323611,114.280407618462
"Raphael Gladu",204,185,17,0.324118776586812,0.26551475904708,0.387452743170393,0.127450980392157,0.0833333333333333,26,54,39,10,0,5,3.54350795208235,34.7424686863792,9.74050436393048,1.0937494213177,0,0.348039215686274,0.291891891891892,0.427027027027027,0.775066242713301,0.711571519757205,0.348574842681449,0.322473145051412,120.016505155454,114.039319792058,115.588599447923,114.877718890122,61.3917023763148,98.5168630637952,108.510983019196,113.906858897815
"Jesmuel Valentin",135,110,23,0.348318031800994,0.218390311755766,0.30563865031062,0.162962962962963,0.17037037037037,22,26,17,7,1,1,1.26477862922628,17.4725837462091,4.76816248204254,0.517409435656281,1,0.362962962962963,0.236363636363636,0.345454545454545,0.708417508417508,0.653956682111614,0.34101026649958,0.322353288651212,98.7155744968949,122.553687991152,91.1810385893217,105.57624891953,78.4974245768948,201.41225337487,106.156138385821,113.864522144274
"Jonathan Lacroix",158,128,28,0.346058299793119,0.208415713807132,0.299539853312951,0.215189873417722,0.177215189873418,34,35,29,4,0,2,1.76066009460269,19.1026039738185,5.24598502484658,0.567962274045093,0,0.39873417721519,0.2734375,0.3515625,0.75029667721519,0.64559815310607,0.366094407625227,0.320241308709402,94.2069121896761,121.758614333883,89.3615872737641,104.226829052695,103.654539357867,209.504215123008,113.964805215583,113.118509631547
"Dalton Combs",203,186,13,0.317312217065298,0.276421398194922,0.395810952232013,0.083743842364532,0.0640394088669951,17,56,35,16,0,5,2.98598145904916,36.3748198847455,10.85864476717,1.19493395329081,2,0.339901477832512,0.301075268817204,0.467741935483871,0.807643413316383,0.713123169297311,0.352508287778495,0.318184397445959,124.946463543506,111.64447113154,118.082100129891,115.128220708611,40.3384660555247,75.7075400884338,109.735460353387,112.391948971704
"Tommy Caufield",235,209,24,0.311803858859571,0.235760319770331,0.394446458153457,0.246808510638298,0.102127659574468,58,59,35,13,4,7,6.80599167702036,30.9999980681293,10.1884062826865,1.27951080416287,1,0.353191489361702,0.282296650717703,0.483253588516746,0.836445077878449,0.706250317013027,0.366618911692743,0.317859700526465,106.567068944556,109.706387107013,117.675031236264,114.018651858867,118.884880935607,120.735559839885,114.128082781818,112.277256611236
"David Vinsky",276,249,23,0.303937954870013,0.244525604594874,0.411091387670493,0.282608695652174,0.0833333333333333,78,53,35,9,0,9,8.29932883792298,37.7373641570606,13.1234716262201,1.72671092292003,4,0.27536231884058,0.21285140562249,0.357429718875502,0.632792037716082,0.715029342540506,0.283623460531692,0.315593968030551,110.529104257054,106.938814213011,122.640705437046,115.435957637237,136.12942700835,98.5168630637952,88.2916858624979,111.476934241226
"Brian Fuentes",197,165,30,0.324671486284308,0.205819895745507,0.340357149362233,0.263959390862944,0.152284263959391,52,39,27,8,0,4,4.14636924922075,21.045626543024,7.77703491243038,0.991252093333539,1,0.350253807106599,0.236363636363636,0.357575757575758,0.707829564682357,0.665028635646541,0.335767365780994,0.315065363384788,93.0335649418858,114.233787507285,101.538592513118,107.363730192226,127.146266850439,180.030815751098,104.52402888971,111.290215763357
"Ramon Jimenez",145,127,16,0.317188190782885,0.236159745382033,0.371187715957865,0.317241379310345,0.110344827586207,46,31,23,5,0,3,3.09051224049845,19.8092343294277,6.30806664554893,0.784474448043129,1,0.324137931034483,0.244094488188976,0.354330708661417,0.6784686396959,0.688375906740749,0.315297853923138,0.314991797833729,106.747615088801,111.600833200311,110.73626132768,111.132966553072,152.811600822106,130.449915229301,98.1518913122168,111.264230279068
"Tj Reeves",151,140,11,0.288269170566343,0.232347462539412,0.436192617559981,0.291390728476821,0.0728476821192053,44,39,22,10,1,6,6.57088331052368,18.1040787448639,6.88169362895168,0.971989071178449,0,0.33112582781457,0.278571428571429,0.492857142857143,0.823982970671712,0.724461788126324,0.356543589135207,0.313950919949519,105.024408194098,101.425842941258,130.129143855639,116.958753030767,140.359633349415,86.1207014862316,110.991645434407,110.896562049617
"Peyton Isaacson",183,168,10,0.309836765219245,0.277976952590011,0.399004904495674,0.153005464480874,0.0546448087431694,28,44,31,10,1,2,2.85652928151234,33.1774014461468,9.56928653931074,1.09691076815189,1,0.295081967213115,0.261904761904762,0.369047619047619,0.664129586260734,0.708841669714919,0.295505292471047,0.312933226395558,125.649596592485,109.014276569412,119.034950446137,114.437005712229,73.7010096623602,64.6012216811772,91.990487686204,110.537083197405
"Marc-antoine Lebreux",173,142,31,0.336014093768891,0.191059424098719,0.275817188978593,0.294797687861272,0.179190751445087,51,30,21,6,0,3,1.91260480755038,19.5134209051194,5.11103682840564,0.593375680942669,1,0.352601156069364,0.211267605633803,0.316901408450704,0.669502564520068,0.611831282747484,0.330160633380453,0.309431610987408,86.3616186144896,118.224618448434,82.2844156859618,98.7754289711176,142.000727328408,211.83972866897,102.778658972511,109.300211171529
"Chris Kwitzer",284,272,10,0.288726414863008,0.264699639048141,0.426805200523874,0.211267605633803,0.0352112676056338,60,78,54,16,1,7,8.49993928952512,46.7972856612622,14.8092588877899,1.89181798251712,1,0.309859154929577,0.286764705882353,0.430147058823529,0.740006213753107,0.715531615386882,0.323384897953502,0.308953910639688,119.648059145499,101.586721706504,127.328600029937,115.517045703931,101.765227124335,41.6268435480825,100.669379638981,109.131473566744
"Brennen Dorighi",150,137,13,0.299406172880186,0.232926466657138,0.387358314071755,0.306666666666667,0.0866666666666667,46,32,18,9,1,4,4.16214889853418,19.9668605920185,6.89311648275039,0.888799958724828,2,0.3,0.233576642335766,0.401459854014599,0.701459854014599,0.686764486951941,0.31244473297717,0.308248025331813,105.286126416201,105.344332890429,115.560428458168,110.872815290166,147.717880794702,102.457537586347,97.2637177534537,108.882134422087
"Chase Dawson",255,233,18,0.310811082091115,0.262904832331478,0.365957989864257,0.117647058823529,0.0705882352941176,30,57,38,11,5,3,2.91066796431186,44.4059799893006,12.6009741470422,1.33920383257978,1,0.294117647058824,0.244635193133047,0.373390557939914,0.667508204998738,0.676769071955372,0.297382161706551,0.30683770921344,118.836780592335,109.357084334208,109.176079536967,109.259132839023,56.6692637319829,83.4495781246265,92.5747551111748,108.383969903391
"Christian Kuzemka",210,195,13,0.303182066768827,0.259837097545916,0.378051572948093,0.176190476190476,0.0619047619047619,37,42,30,4,3,5,3.59750213383431,35.9826213551893,9.91690476293832,1.17120576949166,2,0.261904761904762,0.215384615384615,0.343589743589744,0.605494505494506,0.68123363971692,0.269388264863989,0.305492172293472,117.450120170789,106.672859349779,112.783952640482,109.979902777162,84.8689687795648,73.1839554188193,83.8602843778397,107.908687274631
"Luis Curbelo",184,172,10,0.27423494742024,0.235228083286768,0.44009620726678,0.206521739130435,0.0543478260869565,38,34,17,10,1,6,8.1056889128954,22.6283376182593,8.53015700246316,1.19504679170627,2,0.239130434782609,0.197674418604651,0.372093023255814,0.611223458038423,0.714331154687019,0.263086223422847,0.304003041505921,106.326490368425,96.4879825733845,131.293699985339,115.323240607763,99.4791966599482,64.2501280850838,81.8984654853876,107.382683131027
"Steve Brown",139,124,9,0.290572685903859,0.253141962424487,0.402286617029322,0.194244604316547,0.0647482014388489,27,25,19,4,0,2,3.38718430116313,20.4995104409952,6.67343292944579,0.829475669032208,1,0.244604316546763,0.201612903225806,0.282258064516129,0.526862381062892,0.692859302933181,0.239962126210699,0.300400277109275,114.423822417318,102.236321510217,120.01398224354,111.856776195767,93.5654390394969,76.5454763373373,74.6999582706406,106.110082351495
"Luis Atiles",150,133,16,0.320317409696431,0.240959484620035,0.301148677599745,0.153333333333333,0.106666666666667,23,31,27,1,1,2,0.572680046361692,25.6756199236548,5.31150044167998,0.487811042768176,3,0.313333333333333,0.233082706766917,0.300751879699248,0.614085213032581,0.621466087296176,0.294302849513204,0.299079690915487,108.91716653321,112.70183080415,89.8415470865317,100.330893654251,73.858940397351,126.101584721658,91.6161684542815,105.6436130422
"Tyler Depreta-johnson",229,201,26,0.316208421736056,0.230904122276403,0.294736232083216,0.139737991266376,0.11353711790393,32,47,35,10,1,1,0.80728175184322,36.0013280754831,8.79782868482148,0.805290065409143,0,0.318777292576419,0.233830845771144,0.308457711442786,0.627235004019205,0.610944653819272,0.300366125842439,0.295205519537338,104.371997553204,111.256107119242,87.9285251519683,98.6322895874479,67.3102171838399,134.223848366393,93.5036600177607,104.275143452441
"Ed Johnson",146,134,12,0.300755683589107,0.238136789582162,0.330358369424986,0.157534246575342,0.0821917808219178,23,41,27,10,2,2,1.4789876568759,23.2256952535186,6.49056505891966,0.715081834695536,1,0.363013698630137,0.305970149253731,0.455223880597015,0.818237579227152,0.631114053014093,0.365966108059339,0.293258785987932,107.641267616024,105.819150440089,98.5556610730734,101.888483106373,75.8824730109771,97.1673169944281,113.924865695254,103.587500753733
"Jamey Smart",193,171,14,0.297448872245694,0.253845803177889,0.355658616446157,0.181347150259067,0.0725388601036269,35,34,26,7,0,1,2.1515741510773,31.2814119311692,8.99402390670297,0.980622354469546,1,0.248704663212435,0.198830409356725,0.257309941520468,0.506014604732903,0.653107488691852,0.236787368313289,0.293050384581899,114.741968601404,104.655667965378,106.103472181427,105.43915320919,87.3528806231342,85.7556113715938,73.7116594661547,103.513887338429
"Alec Olund",127,118,6,0.27568562310529,0.245865035037049,0.404193917117987,0.267716535433071,0.047244094488189,34,29,20,6,0,3,3.64891559016728,18.4220823012237,6.14609117091268,0.794985072068101,1,0.275590551181102,0.245762711864407,0.372881355932203,0.648471907113306,0.679879540223277,0.284655653477922,0.29297426716652,111.134546158459,96.9983944356779,120.582986205602,109.761293885911,128.95604109089,55.852079847191,88.6130064443256,103.487000461719
"Anthony Quirion",139,120,17,0.299217147189608,0.204926528827963,0.324709641965949,0.287769784172662,0.122302158273381,40,19,14,5,0,0,2.38938741323936,15.7259452974042,5.74589016058361,0.729960588128334,0,0.258992805755396,0.158333333333333,0.2,0.458992805755396,0.623926789155558,0.235399592634129,0.292437695378578,92.6297501948264,105.277825292802,96.8704787968805,100.728154939485,138.615465243699,144.585899748304,73.2796463524219,103.297467758375
"Wagner Lagrange",162,157,5,0.268725140005807,0.245436131725737,0.408391247688004,0.185185185185185,0.0308641975308642,30,35,19,11,0,5,4.88930779001419,23.853561196971,8.66517755187776,1.12542614207777,1,0.246913580246914,0.222929936305732,0.388535031847134,0.635448612094047,0.677116387693811,0.272851202787637,0.291758293440609,110.940675668329,94.5493886531434,121.835173912516,109.31520427901,89.2016188373804,36.4877270606649,84.9382933223143,103.057483307357
"Jonathan Sierra",231,216,9,0.288599301170604,0.266974252640785,0.370225250141122,0.16017316017316,0.038961038961039,37,48,37,8,0,3,2.74088887667005,42.1002737471656,11.5710030630854,1.25427288348859,5,0.246753246753247,0.222222222222222,0.300925925925926,0.547679172679173,0.658824551311726,0.24565565397529,0.290901820928565,120.676217335078,101.541997487899,110.449129341303,106.362128755973,77.1536079814225,46.0598320817744,76.4723474936559,102.754952398733
"Henry Kusiak",176,163,12,0.287018817223308,0.236290256633756,0.354236880127853,0.255681818181818,0.0681818181818182,45,46,33,7,3,3,3.41014047179688,26.9655483155579,7.28436787374773,0.855255170199731,1,0.329545454545455,0.282208588957055,0.417177914110429,0.746723368655884,0.641255697351161,0.332849391501271,0.289630123492403,106.806608059179,100.985913338163,105.679326236628,103.525773153669,123.159053281156,80.6047061431052,103.615666556152,102.305752015245
"Jack-thomas Wold",126,121,5,0.274471563515207,0.244491049610877,0.385932944727575,0.206349206349206,0.0396825396825397,26,32,19,6,1,6,3.1637051522133,19.543582691706,6.12890446551306,0.747224693483782,2,0.293650793650794,0.264462809917355,0.479338842975207,0.772989636626,0.660404508242783,0.32813437079779,0.289440142002739,110.513484905309,96.571234579967,115.135198674423,106.617200583814,99.3960895616525,46.9127919351406,102.14788555522,102.238645048143
"Taylor Wright",168,153,11,0.289951098670932,0.246482252135403,0.351908768735813,0.226190476190476,0.0654761904761905,38,30,23,5,0,2,2.16683139128871,26.7821411766782,7.89586115150286,0.8669508572469,4,0.244047619047619,0.196078431372549,0.26797385620915,0.512021475256769,0.641859867406746,0.237425115936645,0.288716935011314,111.413537199607,102.017619631909,104.984781831128,103.623311736763,108.953405865658,77.406106692982,73.9101896325783,101.983187382938
"Nick  Gotta",146,132,13,0.305228519791671,0.239116393102909,0.301311774406601,0.171232876712329,0.089041095890411,25,27,21,5,0,1,0.615048074709948,25.0833662936009,5.36525293458889,0.499696586684272,4,0.273972602739726,0.204545454545455,0.265151515151515,0.539124117891241,0.606540294198272,0.259018092962549,0.288145344672806,108.084062552998,107.392892027827,89.8902036822358,97.9212397879774,82.4809489249751,105.26459341063,80.6320607388445,101.781285112826
"Ethan Wilder",156,141,12,0.298667675342699,0.245334449315327,0.322014952625512,0.237179487179487,0.0769230769230769,37,36,32,4,0,0,0.992490931607295,26.4323974502862,6.50005977122092,0.667209200346648,2,0.307692307692308,0.25531914893617,0.283687943262411,0.591380250954719,0.620682627968211,0.283004714127242,0.287433757293282,110.894713750517,105.084496796606,96.0665733598981,100.204410204674,114.246688741722,90.9386428281187,88.0990707555958,101.529931831238
"Jr Disarcina",228,206,18,0.295202061595862,0.239349854581828,0.327944535159456,0.258771929824561,0.0789473684210526,59,42,33,6,1,2,2.4839225919545,36.9915145159789,8.86252944871849,0.96810348720471,5,0.263157894736842,0.203883495145631,0.271844660194175,0.535002554931017,0.623146596755319,0.251911195399687,0.287181823087748,108.189590512683,103.865140613317,97.8355430019793,100.602198910124,124.647525270129,93.331765007806,78.4196909796544,101.440941369732
"Casey Dana",135,127,6,0.270290471150572,0.240072548073443,0.390943895003347,0.244444444444444,0.0444444444444444,33,29,18,7,1,3,3.62942093479425,19.4395990200774,6.56798904519603,0.852204605259532,0,0.259259259259259,0.228346456692913,0.37007874015748,0.62933799941674,0.661234366153919,0.273922759783145,0.286776026171656,108.516258406676,95.1001413768151,116.630113175583,106.751174725819,117.746136865342,52.5423269673574,85.271867891406,101.297602140491
"Jeissy De la cruz",204,184,20,0.301459209495993,0.225530862702079,0.291152585619833,0.191176470588235,0.0980392156862745,39,43,37,4,1,1,0.987100383323225,32.1476724479491,7.61271594492341,0.75018996098679,2,0.308823529411765,0.233695652173913,0.282608695652174,0.591432225063939,0.592611795115826,0.286598885197548,0.284406581399757,101.943206635073,106.066681967642,86.8594175435683,95.6725913278753,92.0875535644721,115.902191839759,89.2179324410171,100.460645589409
"Kyle Novak",196,184,12,0.293135887331577,0.24703605389668,0.320477352153,0.0663265306122449,0.0612244897959184,13,51,38,9,0,4,1.21200218392585,35.1502032234382,8.3076646918649,0.784763817760197,2,0.321428571428571,0.277173913043478,0.391304347826087,0.712732919254658,0.613613239484577,0.322072601028763,0.284173058850922,111.663863592671,103.138169130355,95.6078617150306,99.0631121054679,31.9487430733883,72.3797361285026,100.260862982354,100.378158658551
