"Batter","Total_PA","Total_AB","Walks","xOBP","xBA","xSLG","K_percentage","BB_percentage","Strikeouts","Hits","Singles","Doubles","Triples","HomeRuns","xHomeRuns","x1B","x2B","x3B","Errors","OBP","BA","SLG","OPS","xOPS","wOBA","xWOBA","xBA_plus","xOBP_plus","xSLG_plus","xOPS_plus","K_percentage_plus","BB_percentage_plus","wOBA_plus","xWOBA_plus"
"Emmanuel Sanchez",168,159,9,0.278700188338096,0.237871897111951,0.353267248086221,0.220238095238095,0.0535714285714286,37,38,25,10,1,2,2.83317783873368,26.0944198682753,7.93974057887426,0.954293354916865,0,0.279761904761905,0.238993710691824,0.352201257861635,0.63196316262354,0.631967436424317,0.284056754403987,0.2836891632744,107.521532394408,98.0590518040608,105.390056353661,102.02625525827,106.086210974456,63.3322691124398,88.4265697906014,100.207232719439
"Chris Davis",140,123,17,0.299089614222891,0.202215821066705,0.282444975120322,0.271428571428571,0.121428571428571,38,25,18,6,1,0,1.37392628718358,18.252111003399,4.7466103142002,0.499898386421947,1,0.3,0.203252032520325,0.268292682926829,0.568292682926829,0.581534589343213,0.279308211082056,0.282689815710918,91.4044711437803,105.232953554951,84.2616800906322,93.8842621220233,130.744087038789,143.55314332153,86.9483532336971,99.8542342026626
"Liam Mcarthur",263,234,28,0.306319698088634,0.224624276056884,0.270697592750224,0.140684410646388,0.106463878326996,37,59,48,7,2,2,0.474810833066404,43.3967333340609,8.02434925332486,0.666187176858724,2,0.330798479087452,0.252136752136752,0.324786324786325,0.655584803873777,0.577017290838858,0.311853866336675,0.282488824549711,101.533416380221,107.77681681018,80.7570888875144,93.1549792132539,67.7660967441392,125.861847868575,97.0797815878367,99.7832383005522
"Antonio Valdez",214,195,15,0.288592409793852,0.239788593312228,0.328564608195996,0.200934579439252,0.0700934579439252,43,43,25,14,1,3,2.1190694572152,34.6297585263221,9.06578089400489,0.944166818342163,3,0.271028037383178,0.220512820512821,0.348717948717949,0.619745986101126,0.617157017989848,0.276916558841238,0.28241014574167,108.387906754265,101.539572796786,98.0205291070267,99.6352277391519,96.7879247385034,82.8646511751548,86.2038343989618,99.7554466657347
"Jackie Urbaez",175,149,22,0.290754564512648,0.193839253622238,0.299447986136631,0.262857142857143,0.125714285714286,46,33,21,8,1,3,2.90930640234718,19.6361761661727,5.66535050478401,0.671215716409489,1,0.314285714285714,0.221476510067114,0.348993288590604,0.663279002876318,0.590202550649279,0.307482229578859,0.280229845217617,87.6181417002044,102.300314448391,89.3341805811203,95.2836374407663,126.615326395459,148.619724850525,95.718895649126,98.9853013436844
"Austin White",257,225,28,0.303350601675886,0.222049353914234,0.268695443289979,0.136186770428016,0.108949416342412,35,56,43,11,1,1,0.497442575340664,41.1126776102728,7.69892650665761,0.652057938431541,1,0.326848249027237,0.248888888888889,0.32,0.646848249027237,0.572046044965865,0.30746846102282,0.279384203562874,100.369514389547,106.732157383557,80.1597885558625,92.3524100124429,65.5996340866339,128.80025676823,95.7146095120686,98.686596207697
"Brett Milazzo",131,123,7,0.284658198920171,0.246261984215792,0.326684768780348,0.152671755725191,0.0534351145038168,20,30,24,4,0,2,1.04249075638657,23.0438251144655,5.64328614310006,0.560622044590294,0,0.282442748091603,0.24390243902439,0.32520325203252,0.607646000124123,0.611342967700519,0.27771034988436,0.279236704042086,111.313972919247,100.155343420513,97.4597174749712,98.6965942831944,73.5402659117335,63.1711183004488,86.4509407183348,98.6344951029701
"Jaxon Hallmark",274,257,16,0.281317933708168,0.237669703642171,0.320981269882016,0.178832116788321,0.0583941605839416,49,62,46,10,4,2,2.36252048898965,45.6502026793032,11.8132702788189,1.2551203889262,4,0.284671532846715,0.24124513618677,0.334630350194553,0.619301883041268,0.602299203590184,0.281505749886888,0.276294681509798,107.430138026369,98.9800903953311,95.7581952603744,97.2365485079924,86.1414173152221,69.0337142636813,87.632444759353,97.5952874957565
"Jake Boone",251,234,16,0.280279858647733,0.232266002224705,0.319968008926957,0.175298804780877,0.0637450199203187,44,61,42,11,3,5,2.45805053442362,39.9013249505902,10.8336201060785,1.15724892948871,3,0.306772908366534,0.260683760683761,0.397435897435897,0.704208805802431,0.60024786757469,0.313429873267879,0.275749824432204,104.987586955553,98.6148496800857,95.4559095836432,96.9053761724026,84.4394607002454,75.3595127818673,97.570390892956,97.40282818803
"James Smibert",137,126,10,0.277569603334274,0.222436790926949,0.315165226723625,0.204379562043796,0.072992700729927,28,28,20,4,1,3,1.63682463843667,20.228902529528,5.54930798259064,0.612000506240242,1,0.277372262773723,0.222222222222222,0.341269841269841,0.618642104043564,0.592734830057899,0.279984523260929,0.273151201655668,100.544641513933,97.6612619994692,94.02309776821,95.692454367776,98.4473340745396,86.2921428296016,87.158888505815,96.4849193249886
"Dylan Broderick",174,159,12,0.278373059332699,0.229162970590501,0.315496464341363,0.172413793103448,0.0689655172413793,30,37,26,7,2,2,1.74092121407962,26.9479759850773,6.99176838531713,0.75624673941554,3,0.281609195402299,0.232704402515723,0.339622641509434,0.621231836911733,0.593869523674062,0.280607352588874,0.272491583371392,103.58497184873,97.9439533526455,94.1219157350297,95.8756418768944,83.0497830554921,81.5311970183133,87.3527746225198,96.2519230337114
"Jalen Garcia",184,170,11,0.260372530744751,0.217109092100201,0.358690999362594,0.260869565217391,0.0597826086956522,48,37,25,6,1,5,4.63279136243011,23.1176228521025,8.14571273768679,1.01241870481486,1,0.260869565217391,0.217647058823529,0.352941176470588,0.61381074168798,0.619063530107345,0.271121831638673,0.272415574203847,98.1364447116083,91.6105713200336,107.008121588301,99.943019376413,125.657932623092,70.6751408935922,84.3999418970206,96.225074393273
"Noah Lucier",150,134,15,0.29270712195048,0.215716927556508,0.264197844011736,0.24,0.1,36,35,27,7,1,0,0.320896894356651,23.4604112161602,4.71576824217975,0.408991939875426,2,0.333333333333333,0.261194029850746,0.328358208955224,0.661691542288557,0.556904965962216,0.313719262700593,0.271370185767998,97.5071662348295,102.987310507089,78.8180218227218,89.9079999016113,115.605298013245,118.220235676554,97.6604775199128,95.8558129062843
"Chris Burgess",142,125,16,0.269573209852481,0.178235166392418,0.297701569141987,0.338028169014085,0.112676056338028,48,24,14,5,1,4,3.0911319094055,14.1074836035731,4.50165595666757,0.579124329406039,1,0.28169014084507,0.192,0.344,0.62569014084507,0.567274778994468,0.286355855275398,0.266779327639902,80.5648689473637,94.8477771311861,88.8131727988264,91.5821260201898,162.824363398937,133.205899353864,89.1422774810874,94.2341887895427
"Javeyan Williams",217,197,18,0.271968854497495,0.20820934733988,0.290127495545862,0.230414746543779,0.0829493087557604,50,47,36,7,0,4,2.04159844011134,29.8531662882452,8.23187351895534,0.890603178644511,2,0.299539170506912,0.238578680203046,0.33502538071066,0.634564551217572,0.562096350043357,0.293232651566708,0.263488606091311,94.113631566521,95.6906708649522,86.5536028912091,90.7461087136777,110.988189336833,98.0628683031326,91.2830169557223,93.0718105857775
"Joe Johnson",212,190,18,0.264331961061463,0.200201977605421,0.305556692227041,0.311320754716981,0.0849056603773585,66,37,22,7,4,4,3.28966671658773,25.5859843010042,8.17705382653174,0.985670900906385,1,0.259433962264151,0.194736842105263,0.336842105263158,0.596276067527309,0.569888653288503,0.26643488106195,0.26213432352445,90.4941848191298,93.0036740116973,91.1565880717778,92.0041158104316,149.959702611521,100.375671800848,82.940899097115,92.5934387411186
"Alberti Chavez",192,182,10,0.268574687754601,0.228386483785074,0.281184978307193,0.145833333333333,0.0520833333333333,28,43,32,6,2,3,0.87029090773374,34.2042801009667,5.98508480054152,0.506684239641451,2,0.276041666666667,0.236263736263736,0.340659340659341,0.616701007326007,0.549759666061794,0.277983193515652,0.256996490238997,103.23398860011,94.4964528974017,83.8857858183483,88.7544464912297,70.2462748344371,61.573039414872,86.5358766546586,90.7786071495039
"Tyson Gingerich",131,119,11,0.276944300676502,0.212434482257325,0.252115677321865,0.236641221374046,0.083969465648855,31,26,24,2,0,0,0.192373842524577,21.2356958570096,3.55832669306859,0.293306996018945,0,0.282442748091603,0.218487394957983,0.235294117647059,0.517736865738662,0.529059977998366,0.255635603769156,0.256622300641697,96.0234535606803,97.4412528703854,75.2135545667903,85.4126419354839,113.987412163187,99.2689001864196,79.5790953997415,90.6464325411225
"Ryan Cash",216,198,17,0.271386451379339,0.210199361100693,0.259258864164585,0.185185185185185,0.0787037037037037,40,46,40,5,0,1,0.655385409125059,33.7843947641798,6.61176126998941,0.567932054642952,3,0.291666666666667,0.232323232323232,0.272727272727273,0.564393939393939,0.530645315543924,0.27135088906603,0.254777886891262,95.0131465224549,95.4857556911425,77.3445782265755,85.6685824219253,89.2016188373804,93.0437040046955,84.4712472339726,89.9949321602569
"Kingston Liniak",141,130,10,0.250830274745348,0.195131297993031,0.305363601315619,0.304964539007092,0.0709219858156028,43,25,15,6,0,4,2.86512400901003,17.3246177611919,4.61982653287792,0.557500436014191,2,0.24822695035461,0.192307692307692,0.330769230769231,0.578996181123841,0.556193876060967,0.259232769387109,0.253564694022939,88.2021644130846,88.2531836521145,91.0989833485934,89.7931999363048,146.897985064112,83.8441387776981,80.6988892847052,89.5663972853733
"Robert Chayka",168,154,14,0.260453856319802,0.193222388712511,0.274739057773481,0.291666666666667,0.0833333333333333,49,35,25,5,2,3,1.62285295143524,21.153857052508,6.2740675344833,0.705470323300126,2,0.291666666666667,0.227272727272727,0.344155844155844,0.635822510822511,0.535192914093282,0.290909116302827,0.252879814065373,87.3393098534018,91.639185253969,81.9627772972376,86.4027570386337,140.492549668874,98.5168630637952,90.5597028644815,89.3244778391015
"Elvis Peralta",163,150,12,0.246768846696483,0.188155480076845,0.301142274615875,0.288343558282209,0.0736196319018405,47,28,15,7,1,5,3.25051215958695,18.467139037371,5.81485892704383,0.69081188752494,0,0.245398773006135,0.186666666666667,0.346666666666667,0.592065439672802,0.547911121312358,0.261702035039874,0.250156103028317,85.0489939832891,86.824193647418,89.8396368872858,88.4560132372485,138.891845772559,87.0333023385676,81.4675690931959,88.3623841778541
"Jarrod Watkins",130,118,12,0.265503570216032,0.190809018034612,0.245884156064684,0.207692307692308,0.0923076923076923,27,25,19,2,2,2,0.540896835062746,17.4948100587089,4.08333868626482,0.396418548047745,0,0.284615384615385,0.211864406779661,0.313559322033898,0.598174706649283,0.511387726280717,0.278560782043299,0.249116676382434,86.2484314576184,93.4158979268197,73.3545076836697,82.5595935649303,100.043046357616,109.126371393742,86.7156793576691,87.9952285678319
"Zade Richardson",154,142,9,0.242912679394401,0.200060229765759,0.290870892770038,0.279220779220779,0.0584415584415584,43,39,26,9,1,3,2.07932269469413,20.2729715217354,5.45537075809132,0.600887652216944,0,0.311688311688312,0.274647887323944,0.415492957746479,0.727181269434791,0.533783572164439,0.319761741901604,0.242441627318504,90.430112748746,85.4674234511194,86.7753802446815,86.1752296834397,134.497505805453,69.0897481226616,99.5414949591833,85.6374078204952
"Cam Phelts",197,181,16,0.255137778377818,0.189293604090775,0.232731923537697,0.258883248730964,0.0812182741116751,51,37,29,6,2,0,0.584430998140349,28.034963643957,5.17645257119381,0.466295127139021,3,0.269035532994924,0.204419889502762,0.259668508287293,0.528704041282217,0.487869701915515,0.253490305780154,0.237921551266301,85.5634424722379,89.768753929843,69.4308081765549,78.7627904090107,124.701146334084,96.0164350672522,78.9112663852749,84.0407859839587
"Will Prater",122,110,10,0.246433989202488,0.182408606206395,0.238615920981424,0.221311475409836,0.0819672131147541,27,20,13,5,1,1,0.596204520323885,15.4432648535607,3.65676355335636,0.368713755462563,0,0.245901639344262,0.181818181818182,0.272727272727273,0.518628912071535,0.485049910183912,0.241468821033087,0.232951483043501,82.451324008272,86.7063759719208,71.1861784395459,78.3075568409467,106.603246118771,96.9018325217658,75.1689907889647,82.2852138736773
"Craig Massey",153,138,15,0.242232045159422,0.159865963111533,0.202547006183575,0.209150326797386,0.0980392156862745,32,22,17,3,1,1,0.539872965557811,17.576099760649,3.62069531910135,0.324834864083468,0,0.241830065359477,0.159420289855072,0.217391304347826,0.459221369707303,0.444779051342997,0.226909288658001,0.223476922272536,72.2617238108218,85.2279462261294,60.4257556045568,71.806138117824,100.745357745747,115.902191839759,70.63662362739,78.9385244720376
"Carson Clowers",118,110,8,0.215659380672005,0.15861642653906,0.222596434956088,0.271186440677966,0.0677966101694915,32,15,8,4,1,2,1.0458810237854,12.8515488383705,3.20059625976427,0.349780797376347,0,0.194915254237288,0.136363636363636,0.245454545454545,0.440369799691834,0.438255815628093,0.201893251785305,0.208899825307862,71.6969152365999,75.8785076804238,66.4070925092398,70.7530121594292,130.627455382198,80.1493123230876,62.8491575801592,73.7894714343646
